STUDENT_ID,SESSION_ID,FA_PERC,FA_CO_PERC,FA_SR_PERC,SA_PERC,SA_CO_PERC,VID_PERC,READ_PERC,METACOG_PERC,state,S1,S2,S3,S4,S5,S6
6,247,0,0,0,0,0,0,10,0,3,0,0,0.999938568513652,0,0,6.14314863480512e-05
6,248,0,0,0,10,5,0,1,0,4,0,0,0,0.998824813317983,0.00117518668201737,0
6,249,8,7,0,0,0,0,3,0,2,0,1,0,0,0,0
6,250,4,6,0,0,0,0,7,0,2,0,1,0,0,0,0
6,251,0,0,0,0,0,0,10,0,3,0,0,0.999901780158981,0,0,9.82198410193337e-05
6,252,0,0,0,0,0,0,10,0,3,0,0,0.999938568513652,0,0,6.14314863480512e-05
6,253,0,0,0,0,0,0,10,0,3,0,0,0.999938568513652,0,0,6.14314863480512e-05
6,254,10,5,0,0,0,0,0,0,1,1,0,0,0,0,0
6,255,0,0,0,0,0,0,10,0,3,0,0,0.999926162388463,0,0,7.38376115373273e-05
6,256,0,0,0,0,0,0,10,0,3,0,0,0.999938568513652,0,0,6.14314863480512e-05
6,257,8,7,1,0,0,0,3,0,2,0,1,0,0,0,0
6,258,9,7,1,0,0,0,2,0,2,0,1,0,0,0,0
6,259,0,0,0,0,0,4,7,0,6,0,0,0,0,0,1
6,260,9,8,0,0,0,1,1,0,2,0,1,0,0,0,0
6,261,9,8,0,0,0,0,3,0,2,0,1,0,0,0,0
6,262,10,6,0,0,0,0,1,0,1,1,0,0,0,0,0
6,263,6,6,0,0,0,0,6,0,2,0,1,0,0,0,0
6,264,0,0,0,0,0,0,10,0,3,0,0,0.999901780158981,0,0,9.82198410193337e-05
6,265,4,5,0,6,7,1,1,0,5,0,0,0,0,1,0
6,266,0,0,0,0,0,0,10,0,3,0,0,0.99990897461971,0,0,9.1025380290069e-05
6,267,9,9,0,0,0,0,2,0,2,0,1,0,0,0,0
6,268,8,7,0,0,0,0,3,0,2,0,1,0,0,0,0
6,269,6,9,0,0,0,0,5,0,2,1.82390728626582e-05,0.999981760927137,0,0,0,0
6,270,0,0,0,0,0,0,10,0,3,0,0,0.999901780158981,0,0,9.82198410193337e-05
6,271,0,0,0,10,3,0,0,0,4,0,0,0,0.999953718621014,4.628137898564e-05,0
6,272,5,7,0,0,0,4,2,0,2,0,1,0,0,0,0
6,273,6,7,0,3,7,1,2,0,5,0,0.000544184120116057,0,0,0.999455815879884,0
6,274,10,5,0,0,0,0,1,0,1,1,0,0,0,0,0
6,275,0,0,0,0,0,0,10,0,3,0,0,0.999926162388463,0,0,7.38376115373273e-05
6,276,0,0,0,0,0,0,10,0,3,0,0,0.999938568513652,0,0,6.14314863480512e-05
6,277,8,7,2,0,0,1,2,0,2,0,1,0,0,0,0
6,278,4,6,0,5,6,2,1,0,5,0,0,0,0,1,0
6,279,0,0,0,0,0,0,10,0,3,0,0,0.99990897461971,0,0,9.1025380290069e-05
6,280,8,6,0,0,0,0,3,0,2,0,1,0,0,0,0
6,281,0,0,0,0,0,0,10,0,3,0,0,0.999901780158981,0,0,9.82198410193337e-05
6,282,10,6,0,0,0,0,0,0,1,1,0,0,0,0,0
6,283,0,0,0,0,0,4,7,0,6,0,0,0,0,0,1
6,284,0,0,0,10,3,0,0,0,4,0,0,0,0.999937976228548,6.20237714517554e-05,0
6,285,0,0,0,0,0,7,4,0,6,0,0,0,0,0,1
6,286,10,4,0,0,0,0,0,0,1,1,0,0,0,0,0
6,287,0,0,0,0,0,0,10,0,3,0,0,0.999926162388463,0,0,7.38376115373273e-05
6,288,0,0,0,0,0,0,10,0,3,0,0,0.999938568513652,0,0,6.14314863480512e-05
