user_id,W2_Sun,W2_Mon,W2_Tue,W2_Wed,W2_Thu,W2_Fri,W2_Sat,W3_Sun,W3_Mon,W3_Tue,W3_Wed,W3_Thu,W3_Fri,W3_Sat,W4_Sun,W4_Mon,W4_Tue,W4_Wed,W4_Thu,W4_Fri,W4_Sat,W5_Sun,W5_Mon,W5_Tue,W5_Wed,W5_Thu,W5_Fri,W5_Sat,W7_Sun,W7_Mon,W7_Tue,W7_Wed,W7_Thu,W7_Fri,W7_Sat,W8_Sun,W8_Mon,W8_Tue,W8_Wed,W8_Thu,W8_Fri,W8_Sat,W9_Sun,W9_Mon,W9_Tue,W9_Wed,W9_Thu,W9_Fri,W9_Sat,W10_Sun,W10_Mon,W10_Tue,W10_Wed,W10_Thu,W10_Fri,W10_Sat,W11_Sun,W11_Mon,W11_Tue,W11_Wed,W11_Thu,W11_Fri,W11_Sat,W12_Sun,W12_Mon,W12_Tue,W12_Wed,W12_Thu,W12_Fri,W12_Sat,W2_cnt,W3_cnt,W4_cnt,W5_cnt,W7_cnt,W8_cnt,W9_cnt,W10_cnt,W11_cnt,W12_cnt,tot_cnt,weekly_cnt_sd,weekly_entropy
1006,0,1,2,3,6,0,0,1,1,1,2,4,0,0,11,3,4,1,4,0,1,0,0,0,1,4,1,0,0,0,2,1,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,1,0,1,0,3,2,0,1,0,0,4,5,6,3,3,2,1,3,2,3,32,1.4757295747452437,-0.11177374323802242
1007,1,0,0,0,0,0,1,1,0,0,1,1,0,0,3,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,3,3,1,1,2,1,3,1,1,18,0.9189365834726815,-0.11550746041266714
1008,0,2,3,1,1,1,0,0,2,2,1,1,0,0,0,4,2,0,0,0,0,0,4,7,1,0,0,0,0,2,2,1,2,0,0,0,3,5,0,2,0,0,0,2,2,0,1,0,0,0,5,0,0,1,0,0,0,6,1,1,1,0,0,1,6,0,0,2,0,0,5,4,2,3,4,3,3,2,4,3,33,0.9486832980505138,-0.10175199179999239
1009,0,2,4,2,1,0,0,0,3,5,1,0,0,0,1,4,2,2,0,0,0,0,2,1,0,1,0,0,0,2,0,0,2,1,0,0,2,1,0,2,0,0,0,0,2,0,0,0,0,2,4,2,1,2,1,0,0,1,1,1,1,0,0,0,3,2,0,1,0,0,4,3,4,3,3,3,1,6,4,3,34,1.2649110640673518,-0.10609322222363354
1010,0,1,1,0,0,1,0,0,5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,1,0,0,0,2,5,1,1,0,0,0,1,2,0,1,0,0,3,3,1,1,2,0,2,2,4,3,21,1.1972189997378648,-0.12086032298590288
1011,1,1,3,1,1,0,0,9,3,5,1,0,3,0,0,1,3,0,0,0,1,2,8,2,0,3,0,2,0,2,2,1,0,0,0,0,1,1,0,0,1,0,1,2,3,0,1,1,0,0,2,6,1,0,0,0,0,1,3,1,1,0,0,0,2,4,1,0,4,0,5,5,3,5,3,3,5,3,4,4,40,0.9428090415820634,-0.09964975226294454
1012,0,0,1,0,3,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,3,1,1,0,2,0,0,0,0,0,5,0,0,1,0,2,0,0,2,0,0,0,2,2,3,1,0,0,3,3,0,1,0,0,0,1,1,0,1,0,0,0,1,2,0,2,1,1,2,2,2,4,1,3,4,3,3,5,29,1.1972189997378648,-0.10858716479225772
1013,1,0,1,2,0,0,0,0,1,2,3,3,0,0,0,1,2,0,0,0,0,0,1,2,8,1,5,0,0,0,1,0,1,0,0,0,3,1,1,1,1,0,0,0,1,1,0,0,0,0,0,2,2,1,2,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,3,4,2,5,2,5,2,4,4,3,34,1.1737877907772674,-0.10461804846075333
1014,3,1,0,1,6,0,4,1,0,1,2,6,1,0,2,2,1,1,4,0,1,4,3,1,1,9,0,0,0,3,0,2,2,0,0,1,1,0,1,3,0,0,0,1,0,1,5,0,0,0,2,0,2,3,0,0,0,2,0,2,3,1,0,0,0,0,2,2,0,2,5,5,6,5,3,4,3,3,4,3,41,1.1005049346146119,-0.100917740192728
1015,0,0,1,0,1,0,0,0,1,4,0,3,0,0,0,1,1,0,0,1,0,0,0,1,1,0,4,0,0,0,0,2,4,0,0,0,0,1,0,0,1,0,0,0,5,0,1,1,0,0,0,0,1,1,0,0,0,2,0,0,1,1,0,0,1,6,0,2,1,0,2,3,3,3,2,2,3,2,3,4,27,0.6749485577105528,-0.1001733629869564
1017,0,0,3,1,2,1,0,0,0,1,0,4,0,0,0,1,0,1,0,1,1,0,0,0,0,4,0,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,3,0,1,1,0,0,0,0,1,1,0,0,0,0,2,0,1,0,2,0,0,1,1,0,0,0,4,2,4,2,2,1,3,2,3,2,25,0.97182531580755,-0.10704653109211079
1018,0,0,3,2,1,1,0,0,0,4,2,3,1,0,0,1,3,2,2,0,0,0,0,2,2,2,0,0,0,0,4,1,2,1,0,0,1,2,3,4,0,0,0,0,0,3,3,0,0,0,0,2,3,2,3,0,0,0,1,2,1,0,0,0,2,1,2,1,1,0,4,4,4,3,4,4,2,4,3,5,37,0.8232726023485646,-0.0992031065250496
1019,0,1,0,0,1,1,0,0,0,1,0,4,0,0,0,0,3,1,4,1,0,4,5,1,1,5,0,0,0,0,3,1,2,0,0,0,0,1,0,1,0,0,0,0,1,0,3,2,0,0,0,1,1,3,2,0,3,0,2,1,2,1,0,0,0,1,0,1,0,0,3,2,4,5,3,2,3,4,5,2,33,1.1595018087284057,-0.10491558136561446
1020,0,0,3,2,3,1,0,0,0,2,0,4,0,0,0,0,5,2,3,0,0,0,0,5,2,5,0,1,0,0,2,0,3,0,0,0,0,2,1,3,0,0,0,0,3,0,1,0,0,0,0,2,0,2,0,0,0,0,2,0,1,0,0,2,1,5,2,1,0,1,4,2,3,4,2,3,2,2,2,6,30,1.3333333333333333,-0.11041602581991457
1021,1,1,0,5,0,0,0,2,2,0,5,0,0,1,1,0,4,4,2,1,0,4,5,1,2,3,0,5,2,2,0,2,0,1,0,0,2,0,1,0,0,1,2,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,4,5,6,4,3,2,4,1,1,33,1.636391694484477,-0.11454839096043827
1022,0,0,0,3,3,1,0,0,0,0,2,4,1,0,0,0,0,1,1,1,0,0,0,0,1,4,1,0,0,0,0,2,4,0,0,0,0,0,1,3,2,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2,3,3,0,0,0,20,1.4142135623730951,-0.1353167661180753
1023,3,0,1,1,3,1,7,1,0,2,0,0,4,0,1,1,2,0,1,3,1,4,2,2,1,4,0,2,0,3,4,0,1,2,0,1,4,3,0,1,0,0,0,1,5,1,1,0,2,3,0,0,1,0,1,0,0,1,4,0,2,0,0,3,0,3,0,1,0,0,6,3,6,6,4,4,5,3,3,3,43,1.3374935098492586,-0.10283820970365483
1024,0,1,3,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,4,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,3,0,0,0,0,2,2,3,2,1,1,0,0,1,2,14,0.9660917830792959,-0.13269269991285054
1026,1,0,1,1,2,1,0,0,0,4,2,2,0,0,0,4,2,0,1,0,0,1,0,2,1,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,1,3,1,2,0,0,0,1,3,0,4,1,0,0,0,2,0,0,0,0,1,0,1,3,1,1,0,5,3,3,3,2,2,4,4,1,5,32,1.3165611772087666,-0.10855824868236637
1027,0,3,1,0,0,1,1,0,3,1,3,2,1,0,0,3,2,0,1,0,0,0,3,1,0,1,0,1,0,1,4,0,3,0,0,0,4,2,0,1,0,0,0,0,2,1,0,0,0,3,2,4,0,2,0,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,4,5,3,4,3,3,2,4,2,2,32,1.0327955589886444,-0.10342386363140263
1028,0,1,0,2,2,0,0,0,0,1,7,2,0,0,0,2,4,2,2,0,1,0,2,2,3,5,0,0,0,1,2,6,1,0,0,0,1,0,3,1,1,0,0,0,3,3,1,0,0,0,0,4,2,3,3,0,0,0,1,2,0,1,0,0,1,3,4,0,1,0,3,3,5,4,4,4,3,4,3,4,37,0.6749485577105528,-0.09790216505497105
1029,1,0,0,2,2,1,0,0,0,1,1,0,1,0,1,0,0,2,1,2,1,0,2,5,4,3,3,6,0,0,2,0,1,1,0,0,0,1,3,2,0,0,0,0,1,2,1,0,0,1,1,0,2,1,3,1,1,0,2,3,2,1,1,0,0,1,0,3,2,0,4,3,5,6,3,3,3,6,6,3,42,1.398411797560202,-0.1039222659405247
1030,0,0,7,3,0,1,0,0,3,2,3,3,0,0,0,1,5,2,2,0,0,0,3,0,1,1,0,0,0,0,2,1,1,0,0,0,0,2,2,2,1,0,0,0,1,4,4,0,0,0,0,1,4,5,1,0,0,1,2,2,1,0,0,0,2,0,1,2,0,0,3,4,4,3,3,4,3,4,4,3,35,0.5270462766947299,-0.09708123332454961
1032,1,1,1,0,1,0,0,0,0,2,0,0,1,0,1,3,3,0,0,2,0,1,3,2,0,1,1,2,0,2,1,1,0,1,0,0,1,5,0,0,1,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,2,3,0,2,0,0,0,0,4,0,0,1,0,4,2,4,6,4,3,1,1,3,2,30,1.5634719199411433,-0.11638272884113386
1033,0,2,2,0,2,0,0,0,1,2,0,0,1,0,0,2,0,0,0,1,0,2,2,3,0,0,1,5,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,2,3,0,1,0,0,3,3,2,5,3,2,1,2,2,3,26,1.0749676997731399,-0.10847880542734027
1034,0,1,0,0,1,2,0,1,1,2,0,2,0,0,0,2,2,0,1,0,0,0,2,0,0,7,2,0,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,1,0,1,0,1,0,2,0,0,0,2,0,0,1,0,0,0,1,0,1,1,0,0,3,4,3,3,2,2,2,3,2,3,27,0.6749485577105528,-0.1001733629869564
1035,0,0,0,1,1,1,0,0,0,0,1,3,1,0,0,0,1,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,1,2,0,0,0,0,0,0,2,2,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,3,3,2,3,1,2,2,2,3,1,22,0.7888106377466155,-0.10540886359896928
1036,0,1,0,2,4,0,0,1,2,1,0,4,1,1,1,0,0,2,2,0,0,0,2,1,2,5,0,0,1,1,0,1,3,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,2,0,0,0,2,0,0,2,0,0,1,0,0,0,3,0,1,3,6,3,4,5,3,2,3,2,3,34,1.2649110640673518,-0.10597106472869744
1037,0,0,0,0,2,3,0,0,0,0,2,3,1,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,1,2,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,2,3,2,1,3,1,1,1,1,2,17,0.8232726023485646,-0.1134270268733964
1038,1,4,2,1,1,0,1,0,1,4,0,2,0,2,0,1,3,1,3,0,0,0,0,1,1,2,0,0,1,1,2,0,0,2,0,0,1,4,2,0,0,0,0,0,3,0,2,0,0,1,0,1,0,2,1,0,0,1,3,4,0,0,0,0,0,5,3,0,0,0,6,4,4,3,4,3,2,4,3,2,35,1.1785113019775793,-0.10409096212243087
1039,0,3,1,0,1,0,0,0,1,1,0,0,1,0,0,1,3,0,1,0,0,1,1,1,1,0,1,0,0,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0,3,0,2,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,3,5,3,2,2,4,0,1,26,1.429840705968481,-0.11909309334840973
1040,0,3,3,0,1,0,0,2,1,3,0,0,2,0,4,3,1,0,1,0,0,0,4,2,0,1,2,0,0,2,2,0,1,0,0,0,2,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,2,0,0,0,0,0,3,4,4,4,3,2,2,1,2,1,26,1.1737877907772674,-0.11125132170638682
1041,1,0,0,3,4,0,0,1,0,0,3,0,0,0,2,1,0,4,0,0,0,0,0,1,0,2,4,1,0,0,1,1,1,0,1,1,0,0,1,2,0,0,1,0,0,1,1,0,0,0,0,0,2,0,1,0,2,0,0,0,0,1,2,0,0,2,5,0,0,0,3,2,3,4,4,3,3,2,3,2,29,0.7378647873726218,-0.10036011003554726
1042,0,2,2,1,1,0,1,1,4,3,0,0,0,0,1,6,1,3,4,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,5,0,5,1,0,0,0,1,2,5,1,0,0,2,5,1,0,1,0,0,1,1,2,5,1,0,0,0,5,1,3,1,0,0,5,3,5,1,2,3,4,4,5,4,36,1.3498971154211057,-0.10641424373296576
1044,1,3,2,0,0,0,0,0,2,2,0,2,0,0,0,1,1,0,2,0,0,1,2,3,1,0,0,0,0,1,1,0,0,0,0,0,4,2,0,0,1,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,1,2,2,0,0,0,0,1,0,1,0,1,0,1,3,3,3,4,2,3,2,2,3,4,29,0.7378647873726218,-0.10036011003554726
1045,1,1,4,3,5,2,3,1,3,2,2,4,0,1,1,4,0,1,1,2,3,4,5,3,2,2,2,5,0,3,0,1,0,1,3,0,1,0,3,1,1,0,0,0,1,2,3,0,0,5,0,2,2,3,4,4,0,4,0,1,1,0,1,1,0,0,1,1,0,0,7,6,6,7,4,4,3,6,4,3,50,1.5634719199411433,-0.10294915903186219
1046,0,1,4,1,2,1,1,0,1,4,0,1,2,1,0,1,7,0,1,1,0,0,1,3,1,1,0,0,0,1,2,0,2,1,0,0,1,3,0,1,0,0,0,0,2,0,1,0,0,0,1,3,1,3,0,0,0,1,4,0,1,0,0,0,2,3,0,1,0,0,6,5,4,4,4,3,2,4,3,3,38,1.1352924243950935,-0.1022496240388225
1047,1,3,0,0,0,1,0,1,3,0,0,0,1,0,0,2,0,0,0,1,0,0,3,0,0,0,1,0,0,6,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,4,0,0,1,1,0,0,2,0,0,0,0,0,2,2,0,0,0,1,0,3,3,2,2,2,2,1,3,1,3,22,0.7888106377466155,-0.10540886359896928
1048,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,3,0,0,0,0,0,3,0,0,0,0,0,0,2,1,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,1,3,0,1,0,0,1,2,2,1,2,2,1,1,1,4,17,0.9486832980505138,-0.11887256027943328
1050,1,5,2,2,0,2,1,3,3,1,2,2,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,2,1,0,1,0,0,1,3,1,0,2,0,0,0,0,1,1,0,0,0,0,1,2,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,6,6,3,4,3,4,2,3,2,2,35,1.509230856356236,-0.109655963736063
1051,0,0,2,0,2,0,0,0,0,2,1,2,0,0,2,0,4,1,5,0,0,0,0,4,0,1,0,0,0,0,2,2,0,1,0,0,0,2,1,1,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,4,1,0,0,0,0,0,2,0,1,0,0,2,3,4,2,3,3,1,2,2,2,24,0.8432740427115678,-0.10491246297800431
1052,2,1,2,0,0,3,1,0,4,1,0,1,1,0,1,1,2,0,1,1,0,0,2,2,0,1,0,0,0,3,1,0,1,0,0,0,3,0,1,0,0,0,0,0,3,0,0,0,0,0,4,1,0,1,0,1,0,3,2,0,0,1,0,0,0,2,0,0,0,1,5,4,5,3,3,2,1,4,3,2,32,1.3165611772087666,-0.10855824868236637
1053,2,1,0,0,2,0,0,1,1,0,0,3,0,0,2,3,0,0,6,4,1,0,1,0,0,2,3,0,0,1,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,2,5,1,1,1,1,0,0,5,0,0,3,0,0,0,3,0,0,1,2,0,0,2,0,0,3,3,5,3,2,2,4,3,2,3,30,0.9428090415820634,-0.10294299316142053
1054,0,2,3,0,2,1,0,0,1,2,0,1,0,0,0,4,2,0,2,0,0,0,2,1,0,1,0,0,0,0,3,1,0,0,0,0,3,0,0,0,1,0,0,1,0,2,1,1,0,0,2,1,0,1,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,4,3,3,3,2,2,4,3,2,1,27,0.9486832980505138,-0.10498704902978509
1055,2,3,4,1,2,0,0,1,2,4,1,2,0,0,1,1,0,1,2,0,0,0,5,0,0,3,0,3,1,3,1,0,3,0,0,0,2,0,1,1,0,0,0,0,3,0,2,1,0,0,0,0,0,2,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,5,5,4,3,4,3,3,2,5,3,37,1.0593499054713802,-0.10171175085608679
1056,0,3,0,0,0,1,0,0,3,0,0,2,0,0,1,2,2,1,0,0,0,0,3,1,0,2,0,0,0,1,1,0,4,0,0,0,3,0,0,3,3,2,0,1,2,0,2,0,0,1,3,0,0,2,1,0,0,3,0,0,3,0,0,0,2,0,0,3,0,0,2,2,4,3,3,4,3,4,2,2,29,0.8755950357709131,-0.10241491134719741
1057,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,2,0,2,1,1,1,11,0.5676462121975467,-0.11611781614364301
1058,1,2,3,1,2,0,0,0,0,3,0,0,2,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,3,0,1,0,0,0,2,2,0,0,1,0,0,2,1,0,0,1,0,5,2,3,0,3,3,3,4,3,3,29,1.286683937707919,-0.11094739512773626
1059,0,2,1,1,8,2,0,0,2,0,0,10,1,0,1,1,0,2,2,0,0,0,3,0,0,2,0,0,0,1,0,0,1,0,1,1,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,2,1,0,0,0,1,0,5,3,4,2,3,3,1,4,4,3,32,1.1352924243950935,-0.1052085401148425
1060,0,1,4,0,2,1,0,1,3,4,0,2,1,0,0,0,4,0,0,1,0,0,2,4,1,0,1,0,0,1,3,0,1,2,0,0,1,4,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,1,1,0,0,0,4,0,0,1,0,0,0,6,0,0,0,0,4,5,2,4,4,3,2,2,2,1,29,1.286683937707919,-0.11064196610390786
1061,0,2,0,0,1,1,3,0,3,4,0,1,0,1,1,2,0,0,3,0,1,4,1,1,3,2,0,4,1,0,0,0,1,0,0,1,2,2,0,2,0,1,0,0,1,0,2,0,0,2,0,2,0,5,1,0,1,1,0,0,2,0,1,0,1,0,2,0,2,2,4,4,4,6,2,5,2,4,4,4,39,1.1972189997378648,-0.10269512699024981
1062,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,2,2,0,2,1,1,1,3,1,0,0,3,2,14,1.0749676997731399,-0.1410737959351172
1063,0,1,0,0,1,1,0,0,2,0,0,2,0,0,2,3,1,0,4,1,0,3,2,1,0,1,0,1,0,3,0,0,2,1,0,1,5,0,0,1,3,0,0,4,0,0,2,1,0,1,8,0,0,3,3,0,0,3,1,0,2,1,1,0,6,1,2,3,1,0,3,2,5,5,3,4,3,4,5,5,39,1.1005049346146119,-0.10155538725170364
1064,0,3,3,5,1,0,1,0,4,2,0,3,0,2,1,1,4,2,0,2,2,1,2,2,0,2,3,0,1,2,2,0,0,0,0,0,0,1,0,1,0,2,1,0,3,1,1,0,0,0,8,0,0,1,1,0,0,1,2,0,1,0,0,1,2,1,0,1,0,0,5,4,6,5,3,3,4,3,3,4,40,1.0540925533894598,-0.10069930268555496
1065,5,3,0,1,2,0,0,0,3,0,2,3,1,3,1,2,0,3,3,0,0,0,4,0,1,4,0,0,0,3,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,2,1,0,1,2,0,0,0,0,0,2,0,0,2,1,0,0,4,5,4,3,3,1,0,4,2,3,29,1.5238839267549948,-0.11721066230692448
1066,1,2,7,4,0,1,0,0,0,0,3,2,0,0,0,1,0,2,2,0,0,1,3,0,3,1,0,0,1,1,0,3,3,1,0,0,2,0,4,1,0,0,0,0,0,3,1,1,0,1,0,0,0,2,0,2,0,0,0,3,2,0,1,0,0,0,4,1,1,1,5,2,3,4,5,3,3,3,3,4,35,0.97182531580755,-0.10130667940660831
1067,0,0,5,0,0,0,0,0,1,8,0,0,0,0,0,0,5,0,0,0,0,0,1,4,0,1,0,0,0,1,3,0,0,1,0,0,1,8,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,4,0,0,0,0,1,4,6,0,0,0,0,1,2,1,3,3,2,1,2,1,3,19,0.8755950357709131,-0.11184764192731451
1068,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.31622776601683794,-0.6931471805599453
1069,4,3,1,3,3,2,6,1,3,4,2,2,1,0,0,0,6,4,2,2,3,3,4,4,1,1,1,0,1,8,4,0,1,0,0,1,2,3,0,1,4,0,0,0,1,0,1,0,0,0,0,1,0,2,3,2,2,2,3,0,1,2,0,3,2,7,1,1,1,0,7,6,5,6,4,5,2,4,5,6,50,1.4142135623730951,-0.10161793249662697
1070,3,1,3,0,0,1,0,1,2,1,0,2,1,8,0,1,5,5,1,4,4,0,1,5,1,8,2,7,2,2,3,4,1,0,0,0,1,1,0,0,0,1,0,0,2,1,0,2,0,2,1,7,0,0,1,0,0,1,1,0,1,0,0,0,1,5,4,0,0,1,4,6,6,6,5,3,3,4,3,4,44,1.2649110640673518,-0.10174800550321565
1071,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,3,0,0,3,0,0,0,2,0,0,0,0,0,3,1,1,3,2,1,2,1,2,1,17,0.8232726023485646,-0.1134270268733964
1072,1,1,3,3,2,0,1,0,2,0,0,2,0,0,0,0,1,1,1,0,5,1,1,1,2,4,3,0,0,0,2,2,2,0,0,0,0,3,1,3,0,0,0,1,3,1,4,0,0,0,0,3,7,2,1,0,0,2,3,1,1,0,0,0,0,0,0,2,0,0,6,2,4,6,3,3,4,4,4,1,37,1.5670212364724212,-0.10933994228174775
1073,1,2,0,0,0,1,0,0,1,2,0,1,1,0,2,3,1,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,2,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,3,4,3,2,2,2,2,3,2,3,26,0.699205898780101,-0.10091825383383908
1074,1,0,3,0,0,1,0,1,4,2,0,0,1,0,1,0,5,1,2,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,1,0,0,0,0,3,2,0,0,0,3,4,4,3,1,2,1,2,2,2,24,1.0749676997731399,-0.1109120542910487
1075,0,3,2,1,0,1,0,0,2,0,2,4,0,0,0,2,3,1,2,0,0,0,0,4,3,2,0,0,0,1,0,3,0,0,0,0,1,2,4,2,0,0,0,0,4,3,2,0,0,0,1,4,2,1,0,0,0,0,5,4,1,0,0,2,2,3,2,1,0,0,4,3,4,3,2,4,3,4,3,5,35,0.8498365855987975,-0.09991631995770353
1076,0,0,2,1,0,2,0,0,0,1,3,1,0,0,0,0,2,1,2,0,0,0,0,1,3,1,0,0,0,0,0,4,0,0,0,0,0,0,2,0,1,0,0,0,0,3,0,1,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,3,1,0,0,3,3,3,3,1,2,2,2,1,2,22,0.7888106377466155,-0.10540886359896928
1077,1,1,0,1,5,1,1,2,0,1,9,4,1,0,1,3,0,2,1,0,0,6,0,1,2,3,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,3,1,0,0,3,2,0,4,1,0,0,0,2,0,1,1,0,0,0,0,0,1,2,0,0,6,5,4,4,3,3,3,4,3,2,37,1.1595018087284057,-0.10292236648162524
1079,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,2,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,2,0,3,0,0,1,2,0,0,1,2,2,3,2,1,1,2,3,3,20,0.816496580927726,-0.10833547061596616
1080,1,4,4,0,0,0,0,0,5,0,1,0,1,0,2,6,3,0,0,0,0,2,2,1,2,0,1,0,1,5,1,0,1,0,0,1,6,0,0,2,0,0,0,2,0,0,3,0,0,0,3,0,0,3,0,0,1,6,0,2,1,0,0,5,4,0,1,0,1,0,3,3,3,5,4,3,2,2,4,4,33,0.9486832980505138,-0.10175199179999239
1081,0,0,1,0,2,0,1,0,0,3,0,1,0,0,1,0,3,0,0,0,0,0,4,3,0,3,0,0,0,2,2,0,0,1,0,0,2,1,0,0,0,0,0,0,3,0,0,0,0,0,3,1,1,0,0,0,0,1,1,0,1,0,0,3,0,2,0,1,0,1,3,2,2,3,3,2,1,3,3,4,26,0.8432740427115678,-0.10356849672856737
1082,0,4,1,5,2,1,1,0,4,0,5,1,1,0,0,3,1,1,1,1,0,0,4,1,5,0,4,1,0,4,1,1,1,2,0,0,1,0,1,2,1,1,1,2,0,1,1,2,0,0,5,1,1,0,1,1,0,3,0,2,1,1,0,0,1,1,3,2,0,0,6,4,5,5,5,5,5,5,4,4,48,0.6324555320336759,-0.09666537052807636
1083,1,2,3,2,3,1,0,0,0,1,4,2,0,0,0,3,4,3,0,0,1,2,0,1,1,3,0,0,0,0,3,2,1,0,0,0,0,0,3,1,1,0,0,0,0,2,3,0,0,0,1,1,0,1,1,0,0,0,2,3,1,0,0,0,1,0,0,0,2,0,6,3,4,4,3,3,2,4,3,2,34,1.1737877907772674,-0.10450422088252627
